0003,Zhejiang University of Technology (Provincial Plan of 2011) (Provincial Key University),014,Civil Engineering (Chinese-foreign cooperative education) ,67,598,50068
0004,Zhejiang Normal University (Provincial Key University),001,Liberal Arts Class (Teacher) ,26,650,10145
0004,Zhejiang Normal University (Provincial Key University),002,Science test class (teacher) ,57,642,14089
0004,Zhejiang Normal University (Provincial Key University),003,Engineering test class ,60,619,29947
0004,Zhejiang Normal University (Provincial Key University),004,Business Administration ,102,612,36363
0004,Zhejiang Normal University (Provincial Key University),005,Economy and trade ,66,610,37360
0004,Zhejiang Normal University (Provincial Key University),006,Law class ,81,619,29933
0004,Zhejiang Normal University (Provincial Key University),007,Ideological and political education (teacher) ,28,638,16123
0004,Zhejiang Normal University (Provincial Key University),008,Primary education (teacher) ,41,641,14698
0004,Zhejiang Normal University (Provincial Key University),009,Applied psychology ,35,628,23149
0004,Zhejiang Normal University (Provincial Key University),010,Educational Technology (Teacher) ,36,623,26761
0004,Zhejiang Normal University (Provincial Key University),011,Preschool education (teacher) ,59,614,34552
0004,Zhejiang Normal University (Provincial Key University),014,Chinese language and literature (teacher) ,104,641,14315
0004,Zhejiang Normal University (Provincial Key University),015,History (teacher) ,31,639,15594
0004,Zhejiang Normal University (Provincial Key University),016,Foreign language and literature ,155,633,19157
0004,Zhejiang Normal University (Provincial Key University),017,French ,20,626,24348
0004,Zhejiang Normal University (Provincial Key University),022,Advertising (Chinese-foreign cooperative education) (brand communication) ,30,595,
0004,Zhejiang Normal University (Provincial Key University),024,Cultural industry management ,12,614,34617
0004,Zhejiang Normal University (Provincial Key University),026,Mathematics ,110,628,22783
0004,Zhejiang Normal University (Provincial Key University),027,Computer class ,104,608,39484
0004,Zhejiang Normal University (Provincial Key University),028,Software Engineering (Chinese-foreign cooperative education) ,42,596,51708
0004,Zhejiang Normal University (Provincial Key University),029,Physics ,96,608,39616
0004,Zhejiang Normal University (Provincial Key University),030,Electronic information ,49,605,42559
0004,Zhejiang Normal University (Provincial Key University),031,Chemical ,85,623,26449
0004,Zhejiang Normal University (Provincial Key University),032,Biological science ,114,628,22654
0004,Zhejiang Normal University (Provincial Key University),033,Geography science (teacher) ,56,634,18664
0004,Zhejiang Normal University (Provincial Key University),034,Environmental Science and Engineering ,26,610,37499
0004,Zhejiang Normal University (Provincial Key University),035,mechanical ,103,598,49481
0004,Zhejiang Normal University (Provincial Key University),036,Transportation (modern track and smart traffic) ,71,597,50499
0004,Zhejiang Normal University (Provincial Key University),037,Chinese International Education (Teacher) ,52,627,23330
0005,University of Ningbo (First-Class Discipline College),003,Yangming Innovation Class (Humanities) ,10,643,13379
0005,University of Ningbo (First-Class Discipline College),004,Yangming Innovation Class (Science and Technology) ,20,634,18607
0005,University of Ningbo (First-Class Discipline College),005,Communication Engineering (Top Talent Innovation Class) ,15,628,23089
0005,University of Ningbo (First-Class Discipline College),006,Finance (full English class) ,28,620,29297
0005,University of Ningbo (First-Class Discipline College),007,International Economy and Trade (English in all) ,28,618,30524
0005,University of Ningbo (First-Class Discipline College),008,Business Administration (Chinese and Canadian credits) ,22,610,37394
0005,University of Ningbo (First-Class Discipline College),009,Mechanical design and manufacturing and automation (international trade classes) ,42,607,40261
0005,University of Ningbo (First-Class Discipline College),010,English language ,101,619,29868
0005,University of Ningbo (First-Class Discipline College),011,German ,42,617,31977
0005,University of Ningbo (First-Class Discipline College),012,Japanese ,30,617,31264
0005,University of Ningbo (First-Class Discipline College),013,Applied psychology ,17,618,30706
0005,University of Ningbo (First-Class Discipline College),014,industrial design ,22,615,33631
0005,University of Ningbo (First-Class Discipline College),015,Clinical medicine ,156,621,28034
0005,University of Ningbo (First-Class Discipline College),016,Preventive Medicine ,27,616,32723
0005,University of Ningbo (First-Class Discipline College),017,Marine pharmacy ,12,607,40305
0005,University of Ningbo (First-Class Discipline College),018,Naval Architecture and Ocean Engineering ,12,603,44355
0005,University of Ningbo (First-Class Discipline College),019,Food science and engineering ,33,608,39380
0005,University of Ningbo (First-Class Discipline College),020,architecture ,40,611,36880
0005,University of Ningbo (First-Class Discipline College),021,computer science and Technology ,43,620,28761
0005,University of Ningbo (First-Class Discipline College),022,Logistics management ,40,608,39440
0005,University of Ningbo (First-Class Discipline College),023,English (teacher) ,17,633,19513
0005,University of Ningbo (First-Class Discipline College),024,Primary education (teacher) ,42,627,23756
0005,University of Ningbo (First-Class Discipline College),025,Economics ,158,611,36522
0005,University of Ningbo (First-Class Discipline College),026,Law class ,118,624,25984
0005,University of Ningbo (First-Class Discipline College),027,Journalism and Communication ,60,621,27783
0005,University of Ningbo (First-Class Discipline College),028,Mathematics ,25,624,25909
0005,University of Ningbo (First-Class Discipline College),029,Physics ,34,608,39617
0005,University of Ningbo (First-Class Discipline College),030,Biological science ,30,607,40565
0005,University of Ningbo (First-Class Discipline College),031,mechanical ,60,606,41287
0005,University of Ningbo (First-Class Discipline College),032,Material class ,43,608,39357
0005,University of Ningbo (First-Class Discipline College),033,Electronic information ,163,609,38269
0005,University of Ningbo (First-Class Discipline College),034,Civil engineering ,85,605,42242
0005,University of Ningbo (First-Class Discipline College),035,Business Administration ,175,617,32024
0005,University of Ningbo (First-Class Discipline College),036,Education (Arts) (Teacher) ,27,629,21919
0005,University of Ningbo (First-Class Discipline College),037,Human Geography and Urban and Rural Planning (Sino-foreign Cooperation in Running Schools) (Sino-French Cooperation) ,16,603,44921
0005,University of Ningbo (First-Class Discipline College),038,Tourism Management (Chinese-foreign cooperative education) (Sino-French cooperation) ,28,600,47451
0005,University of Ningbo (First-Class Discipline College),039,Mathematics and Applied Mathematics (Chinese-foreign cooperative education) (Sino-US collaborative actuarial science and risk management) ,20,606,41775
0005,University of Ningbo (First-Class Discipline College),044,Administration ,25,615,33729
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),001,Electronic information ,170,621,28007
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),002,Computer class ,155,636,17424
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),003,Management Science and Engineering ,55,616,32287
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),004,Business Administration ,55,618,30901
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),005,digital media technology ,43,624,25574
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),006,industrial design ,23,619,30166
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),007,Law ,27,618,31158
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),008,automation ,85,620,28771
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),009,Electrical Engineering and Automation ,80,620,28825
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),010,Intelligent science and technology ,60,634,18719
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),011,Automation (Chinese-foreign cooperative education) ,40,613,35415
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),012,Computer Science and Technology (Chinese-foreign cooperative education) ,40,620,29013
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),013,Accounting ,115,625,25050
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),014,Information and Communication Engineering ,102,622,27569
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),015,Mechanical and marine engineering ,50,613,35284
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),016,Economics ,134,612,35680
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),017,Cyberspace security class ,95,628,22832
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),018,Foreign language and literature ,36,618,30525
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),019,Economics class ,10,643,13331
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),020,Science and engineering class ,20,643,13407
0006,Hangzhou University of Electronic Science and Technology (Provincial Key University),021,Environmental Science and Engineering ,20,614,34494
0007,Zhejiang University of Technology (Provincial Key University),001,philosophy ,10,614,34093
0007,Zhejiang University of Technology (Provincial Key University),002,Economics ,178,611,36668
0007,Zhejiang University of Technology (Provincial Key University),003,Economic statistics ,38,620,29002
0007,Zhejiang University of Technology (Provincial Key University),004,Finance ,131,621,28076
0007,Zhejiang University of Technology (Provincial Key University),005,Insurance ,11,611,37053
0007,Zhejiang University of Technology (Provincial Key University),006,Law class ,125,630,21503
0007,Zhejiang University of Technology (Provincial Key University),007,social work ,13,621,28068
0007,Zhejiang University of Technology (Provincial Key University),008,Chinese language and literature ,13,620,28960
0007,Zhejiang University of Technology (Provincial Key University),009,French ,11,620,29388
0007,Zhejiang University of Technology (Provincial Key University),010,Arabic ,9,610,38146
0007,Zhejiang University of Technology (Provincial Key University),011,Japanese ,42,612,35879
0007,Zhejiang University of Technology (Provincial Key University),012,Journalism and Communication ,28,614,34087
0007,Zhejiang University of Technology (Provincial Key University),013,History ,6,625,25115
0007,Zhejiang University of Technology (Provincial Key University),014,Mathematics and Applied Mathematics ,5,608,39591
0007,Zhejiang University of Technology (Provincial Key University),015,applied statistics ,21,618,30668
0007,Zhejiang University of Technology (Provincial Key University),016,Electronic information ,106,604,43888
0007,Zhejiang University of Technology (Provincial Key University),017,Computer class ,98,610,37340
0007,Zhejiang University of Technology (Provincial Key University),018,Internet of Things Engineering ,42,608,39265
0007,Zhejiang University of Technology (Provincial Key University),019,Data Science and Big Data Technology ,36,616,32779
0007,Zhejiang University of Technology (Provincial Key University),020,Water Supply and Drainage Science and Engineering ,11,601,46404
0007,Zhejiang University of Technology (Provincial Key University),021,Environmental Science and Engineering ,91,601,46198
0007,Zhejiang University of Technology (Provincial Key University),022,Food Science and Engineering ,103,602,45156
0007,Zhejiang University of Technology (Provincial Key University),023,Town and Country Planning ,32,604,43588
0007,Zhejiang University of Technology (Provincial Key University),024,Biological Engineering ,44,605,42218
0007,Zhejiang University of Technology (Provincial Key University),025,Engineering Management ,16,605,42598
0007,Zhejiang University of Technology (Provincial Key University),026,Business Administration ,187,613,34814
0007,Zhejiang University of Technology (Provincial Key University),027,Public management ,88,606,41680
0007,Zhejiang University of Technology (Provincial Key University),028,Land resource management ,45,602,45408
0007,Zhejiang University of Technology (Provincial Key University),029,E-commerce class ,143,602,45424
0007,Zhejiang University of Technology (Provincial Key University),030,Tourism management ,54,606,41838
0007,Zhejiang University of Technology (Provincial Key University),036,Accounting ,169,624,25811
0007,Zhejiang University of Technology (Provincial Key University),037,English class ,119,611,36885
0007,Zhejiang University of Technology (Provincial Key University),038,Network and new media ,19,614,34264
0007,Zhejiang University of Technology (Provincial Key University),039,finance ,100,607,40927
0008,Zhejiang University of Science and Technology (Provincial Key University),001,Science and Technology Experimental Class ,10,635,18098
0008,Zhejiang University of Science and Technology (Provincial Key University),002,Economic management experiment class ,30,621,28053
0008,Zhejiang University of Science and Technology (Provincial Key University),003,International Economy and Trade (English class) ,26,609,39035
0008,Zhejiang University of Science and Technology (Provincial Key University),004,Business Administration (English class) ,26,607,40385
0008,Zhejiang University of Science and Technology (Provincial Key University),005,Economy and trade ,150,607,40651
0008,Zhejiang University of Science and Technology (Provincial Key University),006,Business Administration ,120,609,39080
0008,Zhejiang University of Science and Technology (Provincial Key University),007,E-commerce class ,45,609,38583
0008,Zhejiang University of Science and Technology (Provincial Key University),008,Electronic information ,60,611,36825
0008,Zhejiang University of Science and Technology (Provincial Key University),009,Computer class ,190,614,34329
0008,Zhejiang University of Science and Technology (Provincial Key University),010,mechanical ,123,604,44026
0008,Zhejiang University of Science and Technology (Provincial Key University),011,Electrical class ,120,602,45961
0008,Zhejiang University of Science and Technology (Provincial Key University),012,Textile ,34,603,44774
0008,Zhejiang University of Science and Technology (Provincial Key University),013,Mathematics ,55,609,38744
0008,Zhejiang University of Science and Technology (Provincial Key University),014,Chemical class (base class) ,80,605,42743
0008,Zhejiang University of Science and Technology (Provincial Key University),015,Civil engineering ,80,603,44334
0008,Zhejiang University of Science and Technology (Provincial Key University),016,industrial design ,30,613,35241
0008,Zhejiang University of Science and Technology (Provincial Key University),017,Foreign language and literature ,59,609,38702
0008,Zhejiang University of Science and Technology (Provincial Key University),018,Journalism and Communication ,60,612,36074
0008,Zhejiang University of Science and Technology (Provincial Key University),019,Law class ,59,617,31922
0008,Zhejiang University of Science and Technology (Provincial Key University),020,Applied psychology ,22,612,35547
0008,Zhejiang University of Science and Technology (Provincial Key University),021,fashion design and engineering ,42,613,35112
0008,Zhejiang University of Science and Technology (Provincial Key University),022,Construction ,65,602,45493
0008,Zhejiang University of Science and Technology (Provincial Key University),023,Silk design and engineering ,17,604,43581
0008,Zhejiang University of Science and Technology (Provincial Key University),024,Public management ,23,608,39263
0008,Zhejiang University of Science and Technology (Provincial Key University),025,New energy materials and devices ,16,608,39365
0008,Zhejiang University of Science and Technology (Provincial Key University),026,Energy and Power Engineering ,12,609,38622
0008,Zhejiang University of Science and Technology (Provincial Key University),027,Biological sciences (base class) ,24,604,43139
0008,Zhejiang University of Science and Technology (Provincial Key University),028,Fashion Design and Engineering (Chinese-foreign cooperative education) ,30,595,
0009,Wenzhou Medical University (Provincial Key University),001,Optometry medicine (5+3 integration) ,8,665,4615
0009,Wenzhou Medical University (Provincial Key University),002,Clinical medicine (5+3 integration) ,60,656,7366
0009,Wenzhou Medical University (Provincial Key University),003,"Clinical Medicine (5+3 integration, pediatrics direction) ",12,655,7723
0009,Wenzhou Medical University (Provincial Key University),004,"Clinical medicine (5+3 integration, spiritual direction) ",5,652,8951
0009,Wenzhou Medical University (Provincial Key University),005,Optometry ,30,652,9000
0009,Wenzhou Medical University (Provincial Key University),006,Stomatology ,22,651,9402
0009,Wenzhou Medical University (Provincial Key University),007,Clinical medicine ,388,639,15662
0009,Wenzhou Medical University (Provincial Key University),008,pediatrics ,58,636,17514
0009,Wenzhou Medical University (Provincial Key University),009,Traditional Chinese medicine ,23,633,19500
0009,Wenzhou Medical University (Provincial Key University),010,Anesthesiology ,59,634,18677
0009,Wenzhou Medical University (Provincial Key University),011,Preventive Medicine ,61,625,25447
0009,Wenzhou Medical University (Provincial Key University),012,Medical technology ,97,614,34173
0009,Wenzhou Medical University (Provincial Key University),013,Psychiatry ,51,620,28855
0009,Wenzhou Medical University (Provincial Key University),014,Medical Imaging ,102,620,28669
0009,Wenzhou Medical University (Provincial Key University),015,Clinical pharmacy ,43,616,32493
0009,Wenzhou Medical University (Provincial Key University),016,Applied psychology ,36,609,39177
0009,Wenzhou Medical University (Provincial Key University),017,Pharmacy ,156,601,46384
0009,Wenzhou Medical University (Provincial Key University),018,Rehabilitation therapy ,53,597,50526
0009,Wenzhou Medical University (Provincial Key University),019,biomedical engineering ,42,595,52817
0009,Wenzhou Medical University (Provincial Key University),020,Biotechnology ,15,597,50226
0009,Wenzhou Medical University (Provincial Key University),021,Information management and information system ,35,595,
0009,Wenzhou Medical University (Provincial Key University),022,Nursing ,442,595,
0009,Wenzhou Medical University (Provincial Key University),023,Midwifery ,17,595,
0009,Wenzhou Medical University (Provincial Key University),024,Public management ,194,595,
0010,Zhejiang Ocean University,001,Marine science ,72,595,
0010,Zhejiang Ocean University,002,Biology ,26,595,
0010,Zhejiang Ocean University,004,Marine resources and environment ,34,595,
0010,Zhejiang Ocean University,007,Electrical class ,46,595,
0010,Zhejiang Ocean University,016,Traffic management ,21,595,
0010,Zhejiang Ocean University,021,Offshore oil and gas engineering ,10,595,
0010,Zhejiang Ocean University,023,Mathematics and Applied Mathematics (Teacher) ,41,595,
0010,Zhejiang Ocean University,024,Data Science and Big Data Technology ,30,595,
0010,Zhejiang Ocean University,026,computer science and Technology ,40,595,
0010,Zhejiang Ocean University,028,Financial Management ,58,595,
0010,Zhejiang Ocean University,029,Administration ,43,595,
0010,Zhejiang Ocean University,030,Logistics management ,27,595,
0010,Zhejiang Ocean University,032,History (teacher) ,22,599,48757
0010,Zhejiang Ocean University,033,Chinese language and literature (teacher) ,46,595,
0010,Zhejiang Ocean University,034,Primary education (teacher) ,14,602,45828
0010,Zhejiang Ocean University,035,Chinese Language and Literature (Advanced Secretary of Secrets) ,18,595,
0010,Zhejiang Ocean University,036,English language ,26,595,
0010,Zhejiang Ocean University,037,English (teacher) ,43,595,
0010,Zhejiang Ocean University,038,Business English ,35,595,
0010,Zhejiang Ocean University,039,Aquaculture ,16,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),001,Food science and engineering ,22,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),002,food quality and safety ,29,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),004,Biotechnology ,28,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),005,Pharmacy ,28,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),006,Biopharmaceutical ,23,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),007,Geographic information science ,38,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),008,Surveying Engineering ,9,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),009,Agricultural resources and environment ,33,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),010,Environmental Science and Engineering ,58,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),011,Wood Science and Engineering (Interior and Furniture Design) ,37,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),012,Wood Science and Engineering ,33,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),013,polymer material and engineering ,25,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),014,Mechanical design and manufacturing and automation ,81,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),015,garden ,32,603,47826
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),016,civil Engineering ,33,596,51637
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),017,architecture ,42,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),018,landscape garden ,52,598,49555
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),019,Town and Country Planning ,65,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),020,Tourism management ,20,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),021,Business management ,59,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),022,Accounting ,36,598,50088
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),023,Agricultural and forestry economic management ,28,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),024,international economy and trading ,32,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),025,E-commerce ,35,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),026,Financial engineering ,47,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),027,Law ,66,598,49603
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),029,Advertising ,30,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),030,Chinese language and literature ,28,599,49082
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),031,Cultural Industry Management (Tea Culture) ,24,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),032,English language ,59,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),034,computer science and Technology ,87,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),035,Internet of Things Engineering ,25,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),036,Electronic information engineering ,46,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),038,Information and Computing Science ,40,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),039,applied statistics ,41,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),040,Applied Chemistry ,29,595,
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),054,New liberal arts experiment class ,25,606,41721
0011,Zhejiang Agricultural and Forestry University (Provincial Key University),055,New engineering practice experiment class ,25,604,43277
0012,Zhejiang University of Chinese Medicine (Provincial Key University),001,Chinese medicine (5+3 integrated culture) ,99,635,17800
0012,Zhejiang University of Chinese Medicine (Provincial Key University),002,Traditional Chinese medicine ,112,624,25622
0012,Zhejiang University of Chinese Medicine (Provincial Key University),003,Acupuncture and moxibustion ,118,601,46600
0012,Zhejiang University of Chinese Medicine (Provincial Key University),004,Chinese medicine rehabilitation ,60,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),005,Clinical medicine ,220,622,27657
0012,Zhejiang University of Chinese Medicine (Provincial Key University),006,pediatrics ,48,619,29957
0012,Zhejiang University of Chinese Medicine (Provincial Key University),007,Medical Imaging ,51,614,34454
0012,Zhejiang University of Chinese Medicine (Provincial Key University),008,Stomatology ,43,628,22752
0012,Zhejiang University of Chinese Medicine (Provincial Key University),009,Preventive Medicine ,71,607,40803
0012,Zhejiang University of Chinese Medicine (Provincial Key University),010,Medical imaging technology ,52,600,47242
0012,Zhejiang University of Chinese Medicine (Provincial Key University),011,Rehabilitation therapy ,50,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),012,Pharmacy ,45,611,36946
0012,Zhejiang University of Chinese Medicine (Provincial Key University),013,Pharmacy ,107,596,51141
0012,Zhejiang University of Chinese Medicine (Provincial Key University),014,Chinese herbal medicine cultivation and identification ,40,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),015,Food Hygiene and Nutrition ,57,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),016,Nursing ,75,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),017,Midwifery ,44,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),018,Hearing and Speech Rehabilitation ,86,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),019,Medical testing technology ,89,596,51271
0012,Zhejiang University of Chinese Medicine (Provincial Key University),020,Health inspection and quarantine ,47,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),021,Medical experimental technique ,43,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),022,Biology ,57,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),023,Medical information engineering ,30,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),024,Public service management ,49,595,
0012,Zhejiang University of Chinese Medicine (Provincial Key University),025,Health service and management ,46,595,
0013,China Metrology University,001,Finance ,108,601,46867
0013,China Metrology University,002,Financial Engineering (Chinese-foreign cooperative education) ,100,595,
0013,China Metrology University,003,Law class ,145,604,43894
0013,China Metrology University,004,Chinese language and literature ,66,606,41864
0013,China Metrology University,005,Chinese International Education ,21,604,43925
0013,China Metrology University,006,Foreign language and literature ,87,601,46738
0013,China Metrology University,007,Advertising ,54,603,44839
0013,China Metrology University,008,Mathematics ,48,598,49145
0013,China Metrology University,009,Biological science ,40,595,52444
0013,China Metrology University,010,mechanical ,49,598,49713
0013,China Metrology University,011,industrial design ,37,600,47856
0013,China Metrology University,012,Measurement and control technology and equipment ,20,602,45700
0013,China Metrology University,013,Material class ,50,595,52580
0013,China Metrology University,014,Electronic information ,10,602,45685
0013,China Metrology University,015,Photoelectric Information Science and Engineering ,51,600,47296
0013,China Metrology University,016,Automation class ,5,601,46337
0013,China Metrology University,017,computer science and Technology ,70,604,43282
0013,China Metrology University,018,Computer Science and Technology (Chinese-foreign cooperative education) ,120,595,
0013,China Metrology University,019,Environmental Engineering ,16,597,50573
0013,China Metrology University,020,biomedical engineering ,12,600,47684
0013,China Metrology University,021,food quality and safety ,83,597,50244
0013,China Metrology University,022,Safety Engineering ,7,598,49932
0013,China Metrology University,023,Pharmacy ,14,600,47423
0013,China Metrology University,024,Business Administration ,233,598,49867
0013,China Metrology University,025,Public management ,54,600,48008
0013,China Metrology University,026,Industrial engineering ,10,598,49576
0013,China Metrology University,027,Standardization engineering ,28,600,48006
0013,China Metrology University,028,Quality management engineering ,39,596,51679
0013,China Metrology University,029,Electronic Science and Technology ,47,600,47986
0013,China Metrology University,030,Energy and Fluid Engineering ,20,595,52272
0015,Zhejiang Institute of Technology,003,mechanical ,118,595,
0015,Zhejiang Institute of Technology,004,Mechanical design and manufacturing and automation ,35,595,
0015,Zhejiang Institute of Technology,005,Electrical Engineering and Automation ,60,595,
0015,Zhejiang Institute of Technology,007,Robot engineering ,47,595,
0015,Zhejiang Institute of Technology,016,Materials Science and Engineering ,45,595,
0015,Zhejiang Institute of Technology,020,fashion design and engineering ,31,595,
0015,Zhejiang Institute of Technology,026,Data Science and Big Data Technology ,39,595,
0015,Zhejiang Institute of Technology,027,Data Science and Big Data Technology (Sino-foreign Cooperation in Running Schools) (Sino-French Cooperation in Running Schools) ,60,595,
0015,Zhejiang Institute of Technology,028,Machinery (Zhongde 2+3 combined culture) ,27,595,
0015,Zhejiang Institute of Technology,029,Electrical class (Zhongde 2+3 combined culture) ,32,595,
